gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,0,2,36.63378481378558,6.4872869076837985,1
1,0,0,0,5.480398450094364,1,1,0,0,0,0,0,0,0,0,0,0,16.566988561272893,12.673703149907908,1
0,1,1,0,7.011477542199261,1,1,2,0,0,0,0,0,0,0,1,2,69.78222060614353,23.568283718401698,0
1,0,1,1,10.12737714615498,1,2,2,0,0,0,0,0,0,0,1,2,80.2782756520331,29.79075347679822,0
1,0,1,1,7.18153093392941,1,2,2,0,0,0,0,0,0,1,0,0,64.52483085097808,23.2866412206107,0
1,0,0,0,4.550327022775058,1,2,2,0,0,0,0,0,0,0,0,2,69.56678699646461,18.73418769916019,1
0,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,0,3,36.44505104028218,6.472971536863103,1
1,0,1,0,11.368912341194388,1,2,2,0,0,0,0,0,0,2,0,0,78.89241262254696,31.49313164029687,0
1,0,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,0,2,59.19747237138453,7.91601288293552,1
0,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,2,16.60706275193023,4.534601269613444,0
1,0,0,0,3.426487894744319,1,1,2,0,0,0,0,0,0,0,1,2,61.73876608862571,15.360792621061817,1
1,1,1,0,11.261866819542004,1,1,2,0,0,0,0,0,0,2,0,1,68.59668935689976,29.924530325483346,0
1,0,0,0,1.4177755214453713,0,0,1,0,0,0,0,0,0,0,1,2,25.624331877639328,7.198506884355658,1
1,0,1,1,12.957168450726964,1,2,1,0,0,0,0,0,0,2,1,1,66.50913373901396,32.05329411570773,0
1,1,0,0,10.12737714615498,0,0,1,0,0,0,0,0,0,1,0,2,28.174756673673528,21.66828072432549,0
1,0,0,0,10.3644628661899,1,1,0,0,0,0,0,0,0,2,0,3,17.167355257613345,19.06583996664252,0
1,1,0,0,10.246618568763873,1,1,2,0,0,0,0,0,0,1,0,1,73.2222296643276,29.222113134510398,1
0,0,0,0,1.4177755214453713,1,1,1,0,0,0,0,0,0,0,1,3,40.39331095911051,8.531392528864107,0
1,0,1,0,1.4177755214453713,1,1,2,0,0,0,0,0,0,0,1,2,62.35469836274077,11.08896243460802,0
1,0,1,0,4.797235410357843,1,1,1,0,0,0,0,0,0,0,1,2,41.104503199678255,16.143883912250963,0
1,1,1,0,12.579837859434994,1,2,2,0,0,0,0,0,0,0,1,0,69.17169014350397,32.07844528577941,1
0,0,1,1,12.675282664274386,1,1,2,0,0,0,0,0,0,2,1,1,73.18646217380135,32.864195128805456,0
0,1,0,1,11.368912341194388,1,1,2,0,0,0,0,0,0,1,0,1,72.90027309291777,30.717350314913094,0
1,1,0,0,2.3543600333591534,1,2,2,0,0,0,0,0,0,0,1,2,62.42712977885323,12.879040272732693,0
0,0,1,0,12.19018584077593,1,2,1,0,0,0,0,0,0,2,1,0,59.415625210435536,29.94863842876888,0
0,0,1,0,11.683946792049891,1,2,2,0,0,0,0,0,0,1,1,2,83.82332822815897,32.54722534104533,1
0,0,1,1,11.990371756646582,1,2,2,0,0,0,0,0,0,2,0,0,87.63887956529925,33.52836170554144,0
0,0,1,1,12.090711140230347,1,2,0,0,0,0,0,0,0,2,0,1,20.738671336631615,21.577933444967783,0
1,0,0,0,11.044553271290134,0,0,1,0,0,0,0,0,0,1,1,2,42.8597336394807,25.79864501332086,0
0,0,1,1,2.743799020423761,1,1,0,0,0,0,0,0,0,0,0,3,16.60706275193023,8.298944305420678,0
0,1,1,0,10.596137654979096,1,2,2,0,0,0,0,0,0,0,1,2,68.16519229132786,28.707087772908544,0
1,0,1,1,11.990371756646582,1,2,2,0,0,0,0,0,0,2,1,0,77.43342617380014,32.817437629773856,0
1,0,1,0,11.261866819542004,1,1,1,0,0,0,0,0,0,2,0,3,45.24098336092916,26.391060349418215,0
1,1,1,0,12.863931848577842,1,1,2,0,0,0,0,0,0,2,1,2,76.18625105972075,33.54057059545888,0
1,0,1,1,12.957168450726964,1,1,0,0,0,0,0,0,0,2,1,1,17.127380001634815,20.49160339451247,0
0,0,1,1,8.982489280377507,0,0,1,0,0,0,0,0,0,1,0,1,48.130130743963235,23.947035989456705,0
0,0,1,0,7.347856887306913,1,1,0,0,0,0,0,0,0,1,1,0,17.806028382026764,15.09380665398282,0
1,1,1,0,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,0,87.14501535674572,34.98197873085081,0
1,0,0,0,8.982489280377507,1,1,0,0,0,0,0,0,0,1,1,0,16.446722679979942,16.68477422939517,0
0,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,1,3,49.68022907245331,7.3710341036937255,0
1,0,1,0,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,2,80.52682168046304,34.029511785582166,0
0,0,1,1,11.683946792049891,1,1,0,0,0,0,0,0,0,2,0,3,16.92739912702332,19.820447534348876,0
0,1,1,0,3.426487894744319,1,1,2,0,0,0,0,0,0,0,1,2,69.09983547889284,16.66090527525179,1
1,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,1,0,1,57.96008425943888,7.8488649310345515,0
1,0,1,1,8.130622119655783,1,2,2,0,0,0,0,0,0,0,1,2,81.94594172476171,26.708613764413876,0
0,0,0,0,12.19018584077593,1,1,0,0,0,0,0,0,0,2,0,3,16.687189592178555,20.07936063244002,0
0,0,0,0,12.090711140230347,1,2,1,0,0,0,0,0,0,1,0,0,54.08890952987531,28.61090840052807,0
0,1,1,0,12.957168450726964,1,2,1,0,0,0,0,0,0,2,0,1,65.46344844410179,31.734029225430927,0
0,0,1,0,3.7322777297994865,1,1,2,0,0,0,0,0,0,0,0,2,58.61542510696172,16.31502241288295,1
1,0,0,0,11.990371756646582,1,2,1,0,0,0,0,0,0,2,0,0,65.49952810376233,30.59800888232743,0
0,0,1,1,12.483623768408517,1,2,2,0,0,0,0,0,0,2,1,0,84.56628620535136,34.01264699338845,0
0,0,0,0,3.098700284591752,1,1,1,0,0,0,0,0,0,0,0,2,36.21847124300328,12.400720007808491,1
1,0,1,1,12.769975193611486,1,2,1,0,0,0,0,0,0,2,1,0,62.680588297790756,31.0400610545837,0
1,1,0,0,6.476368044190856,1,1,2,0,0,0,0,0,0,0,0,0,62.75299035654554,21.73956664899179,0
1,0,0,0,2.743799020423761,1,2,2,0,0,0,0,0,0,0,0,2,59.0520024292268,14.121288348031824,0
1,0,1,1,7.18153093392941,0,0,1,0,0,0,0,0,0,1,0,2,45.834764777086754,20.68320510610586,0
1,0,1,0,4.550327022775058,1,1,1,0,0,0,0,0,0,0,1,2,35.68935977035178,14.981382870924158,1
0,0,1,0,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,1,84.1418015495182,34.5527697770749,0
1,0,1,1,12.386622738965807,1,1,1,0,0,0,0,0,0,2,1,1,46.27971032741335,27.990122595404657,0
1,0,1,1,10.12737714615498,1,1,1,0,0,0,0,0,0,2,1,3,62.970157565268025,27.384288600729313,0
1,0,1,1,12.675282664274386,1,1,0,0,0,0,0,0,0,2,0,0,16.807326280653218,20.815211157681826,0
0,1,1,0,5.480398450094364,1,2,2,0,0,0,0,0,0,0,1,0,66.29289076416367,20.581257685143203,1
1,0,0,0,7.826574651485156,1,1,1,0,0,0,0,0,0,0,1,0,47.279634192084515,21.86869954886747,0
1,0,0,0,12.769975193611486,1,2,2,0,0,0,0,0,0,1,0,1,87.63887956529925,34.754066041458266,1
1,0,0,0,8.982489280377507,1,1,1,0,0,0,0,0,0,1,1,3,59.01563059303646,25.26317897860459,0
0,1,0,0,5.692092685736443,1,2,2,0,0,0,0,0,0,0,1,2,67.01348809945807,20.277523241101193,1
1,0,0,0,6.0956857775593525,1,2,2,0,0,0,0,0,0,0,1,2,66.00448127351964,21.492862613706095,1
1,0,1,0,8.707660136754283,1,2,2,0,0,0,0,0,0,0,1,2,74.93748023419542,26.624483990814962,1
0,0,1,1,9.760781466760063,0,0,1,0,0,0,0,0,0,1,1,1,36.48280379493646,23.340820889705622,0
0,0,0,0,10.480955013645074,1,2,1,0,0,0,0,0,0,1,1,0,55.66180272087356,27.5971090290198,0
0,0,1,0,10.3644628661899,1,2,2,0,0,0,0,0,0,0,1,2,83.39854991542873,30.48161727415238,1
1,0,1,1,9.379726766698884,1,2,2,0,0,0,0,0,0,1,1,2,69.1357635388084,27.25045129955722,1
1,0,1,1,4.550327022775058,1,1,0,0,0,0,0,0,0,2,0,1,17.766161973548048,11.237906749996295,0
0,0,0,0,3.426487894744319,1,1,0,0,0,0,0,0,0,0,1,3,17.0074124671265,10.075221176753981,0
1,0,0,0,1.9188812273419398,1,2,0,0,0,0,0,0,0,0,0,3,20.699258355675976,8.309632991239988,0
0,0,0,0,3.7322777297994865,1,1,1,0,0,0,0,0,0,0,1,2,52.54916082080682,15.863049702490883,0
0,0,0,1,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,1,3,16.60706275193023,4.534601269613444,1
0,0,1,1,8.42398709648365,1,1,2,0,0,0,0,0,0,1,0,3,72.90027309291777,26.439152659638122,0
0,0,1,1,11.787012361386807,1,1,1,0,0,0,0,0,0,1,1,0,51.9249384971621,28.237024115995254,0
1,0,1,0,4.291737218181439,1,1,0,0,0,0,0,0,0,0,1,0,17.0074124671265,10.954602535544828,0
1,0,1,0,12.863931848577842,1,2,0,0,0,0,0,0,0,2,1,0,20.738671336631615,22.11831825755275,0
1,0,1,1,2.3543600333591534,1,1,0,0,0,0,0,0,0,0,0,3,17.32718714019833,7.937499610056149,1
1,1,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,1,2,54.418410277273594,7.650846792313036,1
1,0,1,1,9.884510261742308,0,0,1,0,0,0,0,0,0,1,1,0,41.104503199678255,23.68078468320165,0
0,0,1,0,11.683946792049891,1,2,2,0,0,0,0,0,0,1,1,0,76.25756091234912,31.827616580589268,1
1,0,1,0,7.011477542199261,1,1,1,0,0,0,0,0,0,0,0,2,43.344234955653654,19.98751652292962,0
1,0,1,0,12.957168450726964,1,1,0,0,0,0,0,0,0,2,0,0,16.566988561272893,21.25108486793791,0
0,0,1,0,6.837452431252002,1,1,1,0,0,0,0,0,0,1,1,1,44.8324092909338,20.331029756136825,0
1,0,0,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,1,3,21.132493133425292,5.080163566763819,0
0,0,0,0,12.675282664274386,1,2,0,0,0,0,0,0,0,2,0,0,20.18637135347223,22.12970912963995,0
0,0,0,0,10.710051267511659,0,0,1,0,0,0,0,0,0,1,1,3,29.097752541163796,22.26679158919332,0
1,1,0,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,1,2,21.171844766077125,5.084536861310566,1
0,0,0,0,1.4177755214453713,1,1,1,0,0,0,0,0,0,0,1,3,36.407295278662026,8.654485079549515,1
1,0,1,0,5.480398450094364,1,1,2,0,0,0,0,0,0,0,0,0,58.870125809042975,19.437882195294694,0
0,0,0,0,8.278574300992483,1,1,0,0,0,0,0,0,0,2,0,0,17.367127912602697,16.118903716646663,0
0,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,17.167355257613345,4.607288987671001,1
0,0,1,0,12.386622738965807,1,2,2,0,0,0,0,0,0,0,1,1,80.1717375334166,33.494061165988455,1
1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,2,0,1,44.683765645551375,20.817771845016676,0
0,0,0,1,1.9188812273419398,1,1,1,0,0,0,0,0,0,0,1,1,43.679413795187216,10.57413354891247,1
1,0,0,0,3.7322777297994865,1,1,0,0,0,0,0,0,0,2,0,3,17.0474086241541,9.93178914171057,0
0,0,1,1,12.19018584077593,1,1,1,0,0,0,0,0,0,1,1,1,57.19479095833859,29.71408459208687,0
1,0,1,0,7.826574651485156,1,1,0,0,0,0,0,0,0,0,0,3,17.446988940266667,15.723433847626923,0
1,0,1,0,11.474922638354588,1,2,2,0,0,0,0,0,0,1,1,1,77.1484967159636,31.86394016867795,0
1,0,1,1,5.261241157609829,1,2,2,0,0,0,0,0,0,0,1,2,67.48155245771716,20.169454798738492,1
0,0,0,0,6.288663831856624,1,1,0,0,0,0,0,0,0,2,1,3,17.0074124671265,13.782706705780495,0
0,0,1,0,4.291737218181439,1,1,2,0,0,0,0,0,0,0,1,2,62.20981587912768,17.932880459312003,1
1,0,1,0,10.822734312222146,0,0,1,0,0,0,0,0,0,0,1,2,39.90614986763987,24.906405282824913,0
1,0,1,0,12.483623768408517,1,2,1,0,0,0,0,0,0,2,0,3,51.77797829773863,29.02774329554444,0
0,0,1,1,4.550327022775058,1,1,0,0,0,0,0,0,0,0,1,2,17.407061840250783,12.084634979541155,0
0,0,1,1,12.957168450726964,0,0,1,0,0,0,0,0,0,2,0,0,48.31486672525782,29.457036437049094,0
0,0,1,1,12.386622738965807,1,1,0,0,0,0,0,0,0,1,1,2,17.32718714019833,20.6454643240423,0
1,0,0,0,6.0956857775593525,1,2,2,0,0,0,0,0,0,0,1,2,68.27308646265989,21.840233934357187,1
1,0,0,0,4.019768977701526,1,1,0,0,0,0,0,0,0,0,1,2,16.64712975596129,10.77317825817348,0
1,0,0,0,4.019768977701526,1,2,2,0,0,0,0,0,0,0,1,1,58.76097887552832,16.322314530991655,0
0,0,1,0,10.480955013645074,1,2,2,0,0,0,0,0,0,0,1,0,84.74310562274577,30.801883583831458,0
0,0,0,0,4.291737218181439,1,1,2,0,0,0,0,0,0,0,0,3,55.07694845630126,17.10043473770817,0
1,0,0,0,4.019768977701526,1,2,2,0,0,0,0,0,0,0,1,2,72.86449330176224,18.141397886347423,1
1,1,0,0,5.033832083042317,1,2,2,0,0,0,0,0,0,0,1,2,73.07915151707188,20.32054691865168,1
0,0,0,0,2.3543600333591534,1,2,2,0,0,0,0,0,0,0,0,2,61.12235536570205,13.236742828846232,1
0,0,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,1,2,55.11351592564735,11.873066941213889,1
1,0,1,0,12.957168450726964,1,2,1,0,0,0,0,0,0,2,0,0,70.89447250175203,32.584992381864446,0
1,0,1,1,10.822734312222146,1,1,1,0,0,0,0,0,0,2,0,1,66.2207975699624,29.21783431046365,0
0,0,1,0,11.683946792049891,0,0,1,0,0,0,0,0,0,0,1,0,33.41477487838699,24.613676266519946,1
0,0,1,0,4.291737218181439,1,2,2,0,0,0,0,0,0,0,1,2,66.29289076416367,17.647107036264426,1
0,1,1,0,11.889146266908249,1,2,2,0,0,0,0,0,0,0,1,2,63.80209401955717,30.10113241054631,0
0,0,0,0,11.153757202423925,1,1,2,0,0,0,0,0,0,1,0,2,65.42736723579642,29.335338442121067,0
1,0,0,0,8.56697911804015,1,2,1,0,0,0,0,0,0,0,1,3,48.27792391078683,23.289357743829527,0
1,0,0,0,7.670187912961393,1,1,0,0,0,0,0,0,0,2,1,0,17.24728499220804,15.499922362837605,0
1,1,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,1,2,61.666272118212596,8.047049276269119,1
0,0,0,0,7.011477542199261,1,1,2,0,0,0,0,0,0,0,0,3,73.25799579193003,23.814287737610016,0
0,0,0,1,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,16.92739912702332,4.576360350851315,0
0,0,1,1,10.12737714615498,1,1,1,0,0,0,0,0,0,2,1,3,65.39128447787301,28.090082141429335,0
1,0,1,1,9.379726766698884,1,1,0,0,0,0,0,0,0,2,1,0,16.92739912702332,17.91734431301366,0
0,0,0,0,2.743799020423761,1,1,1,0,0,0,0,0,0,1,1,3,54.967234732257104,13.460818079498651,1
0,0,1,1,12.957168450726964,1,2,1,0,0,0,0,0,0,2,0,0,63.910545008407105,31.60340937322224,0
1,0,1,1,11.579925316612202,1,2,1,0,0,0,0,0,0,0,1,0,52.62256081183541,28.32414747397144,0
1,0,0,0,12.769975193611486,0,0,1,0,0,0,0,0,0,2,1,0,36.105140512258956,26.256948337813835,0
0,0,1,1,11.889146266908249,1,1,2,0,0,0,0,0,0,1,1,0,75.50854681033158,32.10466090093295,0
0,0,0,0,1.4177755214453713,1,1,2,0,0,0,0,0,0,0,0,3,55.47908725281159,9.615258294025132,0
1,0,1,1,10.246618568763873,1,2,0,0,0,0,0,0,0,1,0,3,20.975031292285994,19.706347482360137,0
1,0,0,0,0.8122712741111652,1,2,1,0,0,0,0,0,0,0,1,0,40.13105008041957,6.74360212175369,1
1,0,1,0,6.837452431252002,1,1,2,0,0,0,0,0,0,0,1,2,54.418410277273594,21.493277604876358,1
1,0,0,0,10.480955013645074,1,1,2,0,0,0,0,0,0,2,1,1,78.39446094487737,30.10007605413408,0
0,0,0,0,12.19018584077593,1,2,1,0,0,0,0,0,0,2,0,1,66.97747261939693,31.316908979858624,0
0,0,1,1,12.957168450726964,1,2,0,0,0,0,0,0,0,2,0,0,20.462661464684857,21.855971114731634,0
1,0,1,1,4.797235410357843,1,1,1,0,0,0,0,0,0,0,1,1,46.390894906280636,17.136946037528762,0
1,1,1,0,8.707660136754283,1,2,2,0,0,0,0,0,0,0,1,2,72.50661988206461,26.64862501916458,1
1,0,1,1,12.957168450726964,1,1,1,0,0,0,0,0,0,2,0,1,54.05228873431695,30.071782662206253,0
0,0,1,0,7.980002076519969,1,2,2,0,0,0,0,0,0,0,1,2,66.4370588411391,24.576847481935975,0
0,0,1,1,8.56697911804015,1,1,0,0,0,0,0,0,0,1,0,1,17.127380001634815,16.213757869843096,0
1,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,17.32718714019833,4.627726644844873,0
1,0,1,1,11.990371756646582,1,2,2,0,0,0,0,0,0,1,1,2,84.28331499155782,33.09883549368892,0
0,0,1,0,9.635448415675944,1,2,1,0,0,0,0,0,0,1,1,2,57.15832865026329,26.113317537009646,1
1,0,0,0,12.19018584077593,1,2,2,0,0,0,0,0,0,1,1,1,76.64967221767445,32.26578305904692,1
1,0,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,1,1,64.30807629167074,13.097519010819877,0
1,0,0,0,7.18153093392941,1,2,2,0,0,0,0,0,0,0,1,2,65.39128447787301,22.958225996768018,0
1,0,1,1,5.261241157609829,1,1,0,0,0,0,0,0,0,1,0,3,16.687189592178555,12.748711759403403,0
0,0,0,1,1.9188812273419398,1,1,0,0,0,0,0,0,0,0,0,3,17.0074124671265,7.163041843711251,0
1,1,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,1,1,76.47145926465822,14.563384652609939,1
1,0,0,1,6.0956857775593525,0,0,1,0,0,0,0,0,0,0,1,2,28.790338922399943,15.633942666188183,1
0,0,0,0,3.7322777297994865,1,1,1,0,0,0,0,0,0,0,1,2,52.21876225509935,15.574963388240434,0
1,0,0,0,8.846131973960185,1,2,0,0,0,0,0,0,0,2,0,0,19.672503162356392,17.533644754515183,0
1,0,0,0,0.8122712741111652,1,2,2,0,0,0,0,0,0,0,0,2,59.342914527724965,7.923839485313942,1
0,0,0,1,12.386622738965807,1,2,0,0,0,0,0,0,0,2,1,1,21.250531517518684,21.97674200660367,0
0,0,0,1,3.7322777297994865,0,0,1,0,0,0,0,0,0,2,1,3,36.06735752911512,13.41054873922781,0
1,0,1,0,12.863931848577842,1,2,2,0,0,0,0,0,0,1,1,1,79.53227598182826,33.860185836065476,0
1,0,1,1,9.884510261742308,1,2,2,0,0,0,0,0,0,0,1,0,71.28881459967725,28.46464579064849,0
1,1,0,0,1.4177755214453713,1,2,2,0,0,0,0,0,0,0,1,2,72.22022194640755,10.60428944271045,1
0,1,0,0,7.980002076519969,1,1,2,0,0,0,0,0,0,0,1,0,77.64706954655607,25.978839901889483,0
1,0,1,0,5.480398450094364,1,1,2,0,0,0,0,0,0,0,1,2,65.35520016935718,20.407814548269297,1
0,0,1,1,12.28881644315851,1,2,2,0,0,0,0,0,0,2,0,1,72.72136042380518,32.005386470662806,0
0,0,0,0,8.846131973960185,1,2,2,0,0,0,0,0,0,0,0,2,73.40104668827985,27.121589418010743,0
0,0,0,0,12.19018584077593,1,1,2,0,0,0,0,0,0,1,1,1,76.82785283172579,32.76881248078213,0
1,0,1,1,11.579925316612202,0,0,1,0,0,0,0,0,0,2,1,1,44.27479806460462,26.525768737633538,0
1,1,0,0,6.0956857775593525,1,1,1,0,0,0,0,0,0,0,1,1,40.05609416401006,17.9879658311649,0
0,0,1,1,12.483623768408517,1,2,2,0,0,0,0,0,0,0,1,0,69.1357635388084,32.439167283872656,0
0,0,1,1,12.090711140230347,1,1,0,0,0,0,0,0,0,2,1,3,16.366509143421947,19.763471819096377,0
1,0,1,0,11.787012361386807,1,2,2,0,0,0,0,0,0,0,1,2,76.47145926465822,31.865078277382292,0
0,1,0,0,4.019768977701526,1,2,2,0,0,0,0,0,0,0,1,1,65.42736723579642,17.07865631024795,1
1,0,1,1,12.769975193611486,1,2,2,0,0,0,0,0,0,2,1,1,85.87407002777871,34.43802677168489,0
0,0,1,0,5.480398450094364,1,2,2,0,0,0,0,0,0,0,1,2,77.39781447377923,21.283462423256953,1
1,0,0,1,10.480955013645074,1,1,0,0,0,0,0,0,0,1,0,3,17.0074124671265,18.43010850585592,0
0,0,1,0,4.797235410357843,1,1,1,0,0,0,0,0,0,0,1,2,57.99650713643688,17.143073244851486,0
0,1,1,0,12.863931848577842,1,2,2,0,0,0,0,0,0,1,1,2,70.89447250175203,32.742556473132694,0
0,1,0,0,10.00669111053478,1,1,2,0,0,0,0,0,0,0,0,2,57.7779431663707,26.416614173488625,0
0,0,0,0,0.8122712741111652,1,2,1,0,0,0,0,0,0,0,1,2,40.50566825311452,6.770108664905431,1
0,0,1,1,10.12737714615498,1,2,0,0,0,0,0,0,0,2,0,3,20.580985482917836,19.296795044580804,0
1,0,0,0,7.011477542199261,1,2,0,0,0,0,0,0,0,1,0,1,20.856876515013276,16.170843061612246,0
1,0,1,0,9.884510261742308,1,2,1,0,0,0,0,0,0,1,1,0,51.189812932230055,25.87433246392783,0
0,0,0,0,8.846131973960185,1,1,0,0,0,0,0,0,0,0,0,0,17.6465226194593,17.132256988469887,0
0,0,1,0,4.019768977701526,1,1,1,0,0,0,0,0,0,0,1,3,54.19876037718517,15.990484175943788,0
0,0,0,0,4.797235410357843,1,2,2,0,0,0,0,0,0,0,1,3,76.57839092195529,19.534069858272158,1
1,1,1,0,12.28881644315851,1,2,2,0,0,0,0,0,0,0,1,1,83.2923289464662,33.61885372291311,0
1,0,0,0,1.4177755214453713,1,2,2,0,0,0,0,0,0,0,1,2,70.46408593589047,11.070403255072593,1
0,0,0,0,7.670187912961393,1,2,1,0,0,0,0,0,0,0,0,3,39.41852995293602,20.326981147788995,0
1,0,0,0,9.508451350999776,1,1,1,0,0,0,0,0,0,1,1,3,40.35585317561911,23.254321392054603,0
1,1,0,0,2.743799020423761,1,1,2,0,0,0,0,0,0,0,1,1,59.01563059303646,13.489262631038265,1
0,0,1,1,3.7322777297994865,1,1,0,0,0,0,0,0,0,1,0,1,16.967409307410687,10.227237733833197,0
1,1,1,0,11.579925316612202,1,2,2,0,0,0,0,0,0,1,1,0,75.04458101205532,31.03778568896471,0
1,0,1,1,10.93422337085282,1,1,2,0,0,0,0,0,0,1,0,2,76.82785283172579,30.68415369136755,0
0,0,1,0,1.9188812273419398,1,1,1,0,0,0,0,0,0,0,1,3,44.49790731157579,10.241137140583445,0
0,0,0,1,9.635448415675944,1,1,2,0,0,0,0,0,0,2,1,2,84.53091885578759,29.378737903560705,0
0,0,0,0,6.476368044190856,1,2,2,0,0,0,0,0,0,0,1,3,75.57990638609603,23.28290469894933,0
0,0,0,1,0.8122712741111652,1,2,1,0,0,0,0,0,0,0,1,2,40.2059952060485,6.748918911308046,0
0,0,0,1,2.3543600333591534,1,2,2,0,0,0,0,0,0,0,0,1,62.825385915027546,13.268253412240147,1
0,0,0,0,7.011477542199261,1,1,0,0,0,0,0,0,0,0,0,2,17.72628888790808,14.883574778318234,0
1,1,0,0,3.098700284591752,1,1,0,0,0,0,0,0,0,0,0,0,16.64712975596129,8.981217951351537,0
0,0,1,1,3.7322777297994865,1,1,0,0,0,0,0,0,0,0,1,3,16.52690716508119,10.195816579313073,0
0,0,0,0,6.0956857775593525,1,2,1,0,0,0,0,0,0,0,0,3,54.601399295040416,19.87677250123601,0
0,1,0,0,10.93422337085282,0,0,1,0,0,0,0,0,0,0,1,1,39.268399761780394,24.9112750219237,0
0,0,0,0,8.278574300992483,1,1,2,0,0,0,0,0,0,0,1,2,72.68557377213287,26.057287769480798,0
0,0,1,1,7.980002076519969,1,1,0,0,0,0,0,0,0,0,1,3,17.566729444526988,16.490314359926195,0
1,0,1,0,8.982489280377507,1,2,2,0,0,0,0,0,0,2,1,1,80.91727305028206,28.040164357842816,0
1,0,1,0,5.692092685736443,1,2,2,0,0,0,0,0,0,0,1,2,76.61403221693713,21.413022028203034,1
0,0,1,0,9.760781466760063,1,2,2,0,0,0,0,0,0,1,1,2,82.51305067872472,29.525917304144002,0
0,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,2,17.486909229691864,4.648021916740402,1
1,0,0,0,11.787012361386807,1,1,2,0,0,0,0,0,0,2,1,2,76.36451593434737,31.797060368079514,0
0,0,0,0,2.743799020423761,1,2,2,0,0,0,0,0,0,0,1,2,66.07659283224518,14.36239790092153,1
0,0,1,0,6.837452431252002,1,2,2,0,0,0,0,0,0,0,0,1,73.68708329075636,23.948301900203976,0
0,0,1,0,8.982489280377507,1,1,0,0,0,0,0,0,0,1,0,3,17.0474086241541,16.583738922838837,0
1,0,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,0,2,55.25976698089722,12.551872946052132,1
0,0,0,0,4.019768977701526,1,1,1,0,0,0,0,0,0,0,0,3,51.26336214076317,15.587162339544186,0
0,0,1,1,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,0,1,58.32423319061251,7.86873108076742,0
0,0,1,1,4.797235410357843,1,1,1,0,0,0,0,0,0,0,1,2,39.568616100003645,15.79469898301702,0
1,0,0,0,7.011477542199261,1,2,1,0,0,0,0,0,0,1,1,3,57.70507424155432,22.29600183419597,0
0,0,0,0,11.990371756646582,1,2,2,0,0,0,0,0,0,1,1,0,71.1095893340896,31.472929572725118,0
0,0,0,0,9.116820220023142,1,2,2,0,0,0,0,0,0,0,0,0,75.7582823343228,27.252955698580234,1
1,0,0,0,3.7322777297994865,1,1,0,0,0,0,0,0,0,0,0,3,16.40661955276963,10.294050397895246,0
0,0,1,0,8.278574300992483,1,2,2,0,0,0,0,0,0,0,0,1,68.48883497158856,25.271604127810797,0
0,0,1,1,5.033832083042317,1,2,2,0,0,0,0,0,0,0,1,1,58.17859488321603,18.184352173888744,1
1,0,0,0,7.18153093392941,1,2,2,0,0,0,0,0,0,0,1,2,75.72260976941196,24.478695896718577,1
0,0,1,1,10.12737714615498,1,2,2,0,0,0,0,0,0,0,1,0,73.72283176917074,29.283643468588707,0
1,1,1,0,12.675282664274386,1,2,2,0,0,0,0,0,0,2,0,1,80.45581465194556,33.314001645910324,0
0,0,0,0,1.4177755214453713,1,1,0,0,0,0,0,0,0,0,0,3,17.24728499220804,5.9641943254352,0
0,0,1,1,11.889146266908249,1,2,2,0,0,0,0,0,0,1,1,2,80.88178356292994,32.68945226355383,1
0,0,0,0,9.635448415675944,1,2,2,0,0,0,0,0,0,0,1,2,79.95862810088211,29.073208493834862,1
1,0,0,0,10.00669111053478,0,0,1,0,0,0,0,0,0,1,1,2,39.45605561145327,24.042923899697396,0
0,0,0,0,9.379726766698884,0,0,1,0,0,0,0,0,0,1,0,3,29.212968629706218,20.411352189692245,0
